pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,lifesoaks_time,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc,mapchannels_time,unit_cell_atom
4rdc,3.15594,3.15594,2.68118,1.97119,0.373694,20,2.90,2.90,2.30,1.82,0.33,3,5514
4re6,7.56887,7.27271,6.14168,2.5049,0.507139,100,7.50,6.70,5.70,2.51,0.51,39,17600
4rks,7.86499,7.86499,6.7734,2.79641,0.558517,87,7.30,6.70,5.70,2.64,0.53,64,19892
4rkz,7.31524,7.31524,6.94705,2.78604,0.556873,100,7.10,6.70,5.50,2.60,0.53,67,19692
4rla,7.14977,6.51533,6.51533,2.5837,0.522171,108,6.30,6.30,6.10,2.51,0.51,75,21537
4rpq,5.94256,4.3142,3.02561,2.18724,0.43556,16,5.10,3.90,2.90,2.18,0.44,3,5024
4rsk,15.3,5.58035,5.58035,3.47465,0.644693,24,14.90,5.70,5.50,3.47,0.65,7,5622
4rvr,15.6226,7.88443,6.88466,4.28149,0.71165,28,14.90,7.50,6.70,4.28,0.71,14,7632
4rvw,20.0627,13.9522,13.0341,4.38058,0.718172,227,19.90,13.70,12.90,3.55,0.65,454,38648
4ryc,15.1889,15.1889,15.1889,3.20647,0.614976,362,15.10,15.10,15.10,3.18,0.61,752,62496
4ryg,14.8657,14.8657,14.8657,3.19852,0.614019,323,14.90,14.90,14.90,3.18,0.61,755,62592
4rz1,14.9118,14.9118,14.9118,3.17771,0.611491,330,14.50,14.50,14.50,3.15,0.61,747,62496
4s0t,10.4076,10.4076,8.26326,3.54859,0.652096,98,9.90,9.70,7.70,3.06,0.60,102,23992
4tme,11.2753,11.2753,11.2753,3.51037,0.648309,188,10.70,10.50,10.30,3.43,0.64,282,38912
4tyl,21.667,6.0326,6.0326,4.06578,0.696352,71,22.10,5.70,5.50,4.06,0.70,44,13008
4tyo,4.86715,3.73342,3.0907,2.11404,0.416015,30,4.50,3.30,2.70,1.98,0.38,5,7180
4tz8,21.7349,6.08116,6.08116,4.1344,0.701391,65,22.50,5.50,5.50,4.13,0.70,44,13008
4us8,10.1168,6.48122,6.48122,2.47508,0.501201,491,10.30,5.90,5.90,2.47,0.50,980,81780
4us9,11.2614,6.57273,6.57273,2.49482,0.505148,465,10.70,6.30,6.30,2.50,0.51,1190,81900
4usa,10.435,6.52072,6.52072,2.4676,0.499689,503,10.50,5.90,5.90,2.47,0.50,981,81780
4uxx,13.7603,11.0741,11.0741,4.10389,0.699171,91,13.30,10.70,10.70,3.52,0.65,83,15474
4w7t,9.18248,8.30362,6.92494,3.05974,0.596512,45,9.30,7.90,6.90,2.66,0.54,27,13008
4wbb,12.2132,11.4795,8.80673,3.56854,0.654041,238,11.90,8.50,7.90,2.87,0.57,307,39328
4wiv,4.45997,2.04048,2.03092,2.16935,0.430903,15,3.90,1.90,1.90,2.17,0.43,2,4244
4wmv,5.871,3.99409,3.83101,2.23949,0.448727,62,5.50,3.70,3.70,2.22,0.45,24,16052
4wp7,11.5378,5.43525,5.43525,2.28312,0.459262,137,10.70,5.70,5.50,2.25,0.46,111,30512
4wpn,10.7804,5.35251,5.35251,2.28454,0.4596,113,10.90,5.50,5.30,2.26,0.46,110,30528
4wrc,5.88612,5.88612,5.88612,2.45601,0.497328,99,5.50,4.90,4.90,2.31,0.47,49,19746
4wre,6.07224,5.99439,5.99439,2.3313,0.470438,97,5.90,5.30,5.30,2.14,0.43,44,19242
4wrf,6.4389,5.93194,5.93194,2.45606,0.497339,97,6.10,4.90,4.90,2.35,0.48,54,20052
4wta,38.9232,5.63709,5.63709,4.06628,0.696389,151,38.50,5.30,5.30,3.77,0.68,161,26796
4wtc,39.8787,5.62983,5.62983,4.10099,0.698959,139,39.30,5.50,5.10,3.80,0.68,157,26784
4wtd,39.4948,5.65946,5.65946,4.11588,0.700048,159,39.10,5.30,5.10,3.82,0.68,204,26766
4wte,39.9684,5.91405,5.91405,4.14996,0.702511,127,39.50,5.50,5.50,3.85,0.68,161,26796
4wtf,39.792,5.48879,5.48879,4.14488,0.702147,138,39.10,5.50,5.30,3.86,0.68,204,26862
4wtg,38.9759,5.74409,5.74409,4.08351,0.69767,142,38.30,5.30,5.10,3.79,0.68,189,26796
4wti,38.4301,5.48437,5.48437,4.17155,0.70405,173,37.90,5.10,5.10,3.94,0.69,156,26532
4wtj,38.5838,5.66171,5.66171,4.147,0.702299,131,38.10,5.30,5.30,3.92,0.69,221,26562
4wtl,38.8653,5.39486,5.39486,4.16143,0.703331,154,38.30,5.30,4.90,3.93,0.69,159,26496
4wtm,38.8574,5.6323,5.6323,4.16957,0.70391,164,38.30,5.30,5.30,3.94,0.69,157,26532
4wx1,50.5785,20.7625,20.7625,4.90029,0.748062,1509,50.70,20.50,20.50,4.82,0.75,10590,189792
4xac,4.752,3.53781,3.53781,2.11558,0.416441,23,4.70,2.70,2.70,2.06,0.40,6,7852
4xbz,6.45307,5.8272,5.54385,2.56741,0.519138,237,5.10,4.90,4.70,2.31,0.47,227,38210
4xc8,54.5962,51.6762,51.6762,7.05162,0.824924,2532,54.30,51.50,51.50,6.71,0.82,47072,296118
4xf0,4.40437,4.40437,4.40437,2.37059,0.479215,34,3.90,3.70,3.70,2.21,0.44,16,12088
4xf1,4.37679,4.37679,4.37679,2.36881,0.478825,44,4.10,3.90,3.70,2.20,0.44,16,12088
4xf3,4.317,4.317,4.317,2.36881,0.478825,47,4.10,3.90,3.70,2.20,0.44,16,12088
4xf4,4.40328,4.40328,4.40328,2.36705,0.478436,43,4.10,3.90,3.90,2.20,0.44,16,12096
4xf9,4.43777,4.43777,4.43777,2.37059,0.479215,46,3.90,3.90,3.90,2.21,0.44,16,12088
4xfa,4.29652,4.29652,4.29652,2.36881,0.478825,50,3.90,3.90,3.70,2.20,0.44,16,12088
4xfg,4.36874,4.36873,4.36873,2.37059,0.479215,42,3.90,3.90,3.70,2.21,0.44,16,12088
4xfh,4.29587,4.29587,4.29587,2.36881,0.478825,43,3.50,3.50,3.50,2.20,0.44,16,12088
4xfi,4.2651,4.2651,4.2651,2.36881,0.478825,42,3.70,3.50,3.50,2.20,0.44,16,12088
4xhd,7.70644,6.83534,6.83534,2.87006,0.569846,73,7.30,6.50,6.50,2.47,0.50,43,17520
4xjs,3.85605,3.09099,3.09099,2.1131,0.415755,20,3.90,2.70,2.70,1.95,0.37,6,7840
4xjt,4.15725,3.4127,3.4127,2.064,0.401855,24,4.10,2.90,2.90,1.95,0.37,6,8012
4xkx,18.6056,9.99932,9.99932,3.16612,0.610069,190,18.30,9.70,9.70,2.81,0.56,250,34428
4xpq,6.25547,6.1541,6.1541,2.36672,0.478363,160,5.90,5.90,5.90,2.20,0.44,206,42944
4xrg,8.0545,7.01369,4.53144,2.48878,0.503946,105,7.90,7.70,4.30,2.49,0.51,124,29560
4xua,14.9761,7.94652,7.56976,4.1988,0.705971,26,14.50,7.50,7.50,4.17,0.71,13,7576
4xub,14.9171,6.98488,6.76336,4.20274,0.706247,27,14.30,7.10,6.70,4.17,0.71,13,7576
4xul,17.8834,17.8834,17.8834,4.83021,0.744407,123,17.70,17.70,17.50,4.52,0.73,153,24432
4xv4,9.55152,8.82115,8.82115,3.2167,0.6162,44,9.30,8.70,8.50,3.21,0.62,15,9312
4xv5,9.49074,8.93117,8.93117,3.23786,0.618708,42,9.10,8.70,8.70,3.20,0.62,15,9312
4xv7,9.54202,9.07612,9.07612,3.23537,0.618415,38,9.50,8.90,8.90,3.20,0.62,15,9312
4xv8,10.0295,9.32801,9.32801,3.24272,0.61928,40,9.30,9.30,9.10,3.20,0.62,14,9312
4xva,12.215,4.26608,4.12796,3.05735,0.596196,212,11.90,4.50,3.50,3.05,0.60,211,37812
4xwa,5.00612,3.95493,3.59278,2.26512,0.454966,24,4.70,3.70,3.50,2.19,0.44,5,6382
4y1i,12.2893,12.2893,4.97481,3.83966,0.678469,84,12.10,11.90,4.70,3.83,0.78,74,17136
4y8c,22.0414,22.0414,22.0414,4.84285,0.745074,244,21.90,21.90,21.70,3.00,0.59,607,42840
4y8x,17.7186,6.20792,6.20792,3.56438,0.653637,42,17.10,6.50,6.30,3.45,0.64,26,11280
4y8z,18.1024,6.04939,6.04939,3.59609,0.656692,47,17.50,6.30,6.10,3.48,0.65,28,11280
4yd0,20.1131,1.73475,1.73475,2.8042,0.559743,32,19.70,1.70,1.50,2.67,0.54,9,7644
4yh3,3.45649,1.91673,1.80736,2.15378,0.426791,17,3.10,2.30,1.50,2.13,0.42,2,4272
4ypw,6.50747,6.50747,6.50747,2.77499,0.555109,246,6.30,6.30,6.10,2.61,0.53,221,33732
4ypx,7.06213,7.06213,7.06213,2.85648,0.567801,253,6.70,6.70,6.70,2.70,0.54,231,33912
4ypy,6.94984,6.94984,6.94984,2.81323,0.561156,217,6.70,6.50,6.50,2.66,0.54,230,33984
4ypz,6.97495,6.97495,6.97495,2.85702,0.567883,236,6.70,6.70,6.50,2.67,0.54,232,33588
4yq0,7.1206,7.1206,7.1206,2.89357,0.573342,198,6.90,6.90,6.70,2.72,0.55,224,33732
4yq1,8.48347,8.48347,8.48347,2.95828,0.582673,240,8.30,8.30,8.10,2.85,0.57,197,34578
4yq2,9.18878,9.18878,9.18878,3.10199,0.602008,229,8.90,8.90,8.70,2.90,0.58,196,33606
4yq3,9.12457,9.12457,9.12457,3.00903,0.589713,217,8.90,8.90,8.70,2.87,0.57,252,34290
4yq4,6.87927,6.87927,6.87927,2.79431,0.558185,202,6.50,6.50,6.50,2.67,0.54,235,34272
4yq5,7.17713,7.17713,7.17713,2.80505,0.559876,251,6.90,6.90,6.70,2.71,0.55,211,34722
4yq6,6.97913,6.97913,6.97913,2.87571,0.57069,212,6.90,6.90,6.50,2.69,0.54,173,33624
4yq7,6.94726,6.94726,6.94726,2.85019,0.566847,203,6.70,6.70,6.50,2.68,0.54,233,33732
4yq8,6.75347,6.75347,6.75347,2.76819,0.554017,204,6.50,6.50,6.50,2.64,0.54,176,34308
4yq9,7.14553,7.14553,7.14553,2.79763,0.55871,188,6.90,6.90,6.90,2.71,0.55,223,34740
4yqa,7.09855,7.09855,7.09855,2.88602,0.572225,244,6.90,6.90,6.70,2.70,0.55,231,33660
4yqb,7.13449,7.13449,7.13449,2.86645,0.569304,247,6.90,6.90,6.70,2.71,0.55,237,34020
4yqc,6.99487,6.99487,6.99487,2.8513,0.567016,239,6.70,6.70,6.50,2.67,0.54,205,33660
4yqd,6.97663,6.97663,6.97663,2.80643,0.560093,252,6.70,6.70,6.50,2.57,0.52,231,34416
4yqg,6.82443,6.82443,6.82443,2.86316,0.568809,248,6.70,6.70,6.50,2.68,0.54,230,33624
4yqi,6.9135,6.9135,6.9135,2.84762,0.566456,204,6.70,6.70,6.50,2.67,0.54,235,33732
4yqj,6.90893,6.90893,6.90893,2.83175,0.564026,227,6.70,6.70,6.50,2.65,0.54,230,33660
4yqk,6.77913,6.77913,6.77913,2.86962,0.56978,290,6.70,6.50,6.30,2.69,0.54,230,33624
4yql,7.28324,7.28324,7.28324,2.96724,0.583934,242,7.10,7.10,6.90,2.81,0.56,247,34020
4yqn,7.16235,7.16235,7.16235,2.88708,0.572382,190,6.90,6.90,6.70,2.70,0.55,232,33624
4yqo,7.11935,7.11935,7.11935,2.82313,0.562695,231,6.90,6.90,6.70,2.70,0.54,220,34326
4yqp,7.26479,7.26479,7.26479,2.9015,0.574508,250,6.90,6.90,6.70,2.72,0.55,235,33624
4yqq,7.07119,7.07119,7.07119,2.87668,0.570835,290,6.90,6.90,6.70,2.70,0.55,236,33750
4yqr,6.82748,6.82748,6.82748,2.79841,0.558832,221,6.50,6.50,6.30,2.67,0.54,225,34236
4yqs,6.91336,6.91336,6.91336,2.86392,0.568924,231,6.70,6.70,6.50,2.68,0.54,227,33660
4yqt,6.88386,6.88386,6.88386,2.83802,0.564989,197,6.70,6.70,6.70,2.66,0.54,239,33660
4yry,9.26458,8.51342,8.51342,3.12632,0.605105,278,8.90,8.50,8.30,3.10,0.60,373,45756
4ys1,5.72557,4.29066,2.81542,2.16558,0.429914,18,5.10,3.90,2.70,2.16,0.43,3,5050
4yu1,5.39671,4.23412,2.82972,2.16818,0.430597,19,5.10,3.70,2.70,2.17,0.43,3,5050
4ywr,11.4938,7.11057,5.82308,2.98068,0.58581,41,11.10,6.90,5.70,2.55,0.52,24,13328
4yx4,5.22034,2.19115,2.19115,2.13117,0.420709,13,4.50,2.70,1.70,2.10,0.42,2,4096
4yxi,5.22025,2.23209,2.19361,2.14157,0.423523,12,4.50,2.90,1.90,2.11,0.42,2,4096
4yxo,5.50945,2.14025,2.14025,2.13813,0.422594,13,4.90,2.70,1.90,2.11,0.42,2,4096
4yxu,5.21468,2.19995,2.19995,2.13673,0.422215,14,4.90,2.70,1.70,2.12,0.42,2,4116
4yyt,5.79976,2.19318,2.19318,2.14807,0.425267,13,5.50,2.90,1.70,2.12,0.42,2,4096
4z7h,7.34885,6.37711,4.80606,3.06658,0.597413,127,6.90,6.70,4.50,2.85,0.57,107,24964
4za0,6.6982,4.62615,4.62615,2.19232,0.436866,92,6.30,4.30,4.30,2.15,0.43,70,26516
4zbe,4.84136,4.39949,4.39949,2.21902,0.443642,27,4.50,4.30,4.30,2.24,0.45,7,7956
4zcw,7.66421,5.74766,5.74766,2.32641,0.469325,117,7.50,5.50,5.10,2.28,0.46,81,26512
4zdq,6.13104,5.66079,5.10207,2.46653,0.499471,55,5.90,5.50,4.90,2.32,0.47,21,13710
4zlu,21.3234,21.3234,21.3234,4.0591,0.695852,276,20.90,20.90,20.90,3.92,0.69,769,53616
4zr5,5.55539,4.46163,4.34882,2.41046,0.48783,248,7.30,5.30,4.10,2.44,0.50,234,45288
4zuo,7.08189,6.02084,5.55883,2.39844,0.485263,34,6.90,5.90,5.30,2.40,0.49,12,10272
4zxt,5.26851,4.61195,2.84416,2.33519,0.47132,22,4.90,4.10,2.30,2.29,0.46,5,5728
5a7b,8.04599,6.10567,3.50277,2.75644,0.552115,46,7.70,5.90,3.30,2.48,0.51,21,12324
5ab9,7.72434,6.11925,3.45277,2.75227,0.551437,49,7.50,6.10,3.30,2.47,0.50,21,12300
5aba,8.04316,6.0189,3.61221,2.75042,0.551135,39,7.70,6.10,3.30,2.47,0.50,19,12288
5aeg,13.777,12.0411,6.05854,3.06533,0.597248,116,13.30,11.70,7.10,2.98,0.59,90,21538
5afa,8.32478,7.62993,2.09052,2.5656,0.5188,130,8.10,7.50,2.30,2.56,0.52,95,27512
5aoi,8.02702,5.95928,3.4584,2.75185,0.551368,65,7.90,5.90,3.30,2.47,0.50,20,12264
5aoj,8.40406,6.03579,3.49207,2.77478,0.555076,73,7.90,5.90,3.30,2.49,0.51,20,12288
5aok,8.06469,5.89919,3.4206,2.74883,0.550876,52,7.70,5.70,3.30,2.47,0.50,20,12324
5aol,8.29026,5.53214,3.42072,2.74205,0.549764,49,7.70,5.30,3.10,2.48,0.50,20,12360
5aom,7.76157,5.96319,3.54711,2.78778,0.55715,49,7.50,5.90,3.30,2.49,0.51,21,12220
5aqw,5.43821,4.84676,4.84676,2.45316,0.496745,43,4.50,4.50,4.30,2.38,0.48,15,11792
5aqx,4.90165,4.16516,4.01077,2.36106,0.477113,51,4.70,4.50,3.50,2.32,0.47,16,11988
5arf,5.42995,4.19223,4.19223,2.40813,0.487334,59,5.10,4.10,3.70,2.36,0.48,20,13676
5arg,5.77257,4.7184,4.16688,2.44162,0.494366,58,5.70,4.30,3.90,2.40,0.49,22,13712
5aym,5.34673,5.18266,5.18266,2.72085,0.546256,54,5.10,4.90,4.90,2.45,0.50,20,12396
5b36,7.07073,7.07073,7.07073,2.30636,0.464711,220,6.30,5.70,5.70,2.28,0.46,239,46912
5b6h,7.35123,7.2562,6.67774,2.97735,0.585346,21,7.10,7.10,6.30,2.94,0.58,5,5468
5bk9,5.4131,3.92754,3.28573,2.34365,0.473229,65,5.10,3.90,3.50,2.21,0.44,32,17676
5brd,7.42296,7.12532,3.2806,2.54138,0.514213,50,7.10,6.70,3.10,2.44,0.50,14,11392
5bre,6.92305,6.57753,3.78085,2.54589,0.515075,49,6.30,6.30,3.70,2.45,0.50,16,11392
5brf,7.37765,6.72762,3.33206,2.55216,0.516265,43,6.90,6.70,3.30,2.44,0.50,15,11308
5brh,7.19144,6.86853,3.29633,2.49452,0.505088,46,6.90,6.50,3.30,2.39,0.49,15,11350
5buh,20.0292,3.22168,3.22168,2.90958,0.575688,32,19.90,3.10,2.70,2.80,0.56,10,7740
5buj,5.66178,3.90603,3.90603,2.44126,0.494291,49,5.50,3.90,3.70,2.26,0.46,14,10812
5bvc,10.3954,10.3954,10.3954,3.41263,0.638236,124,10.10,9.90,9.90,3.30,0.63,156,26848
5bya,9.97346,5.09921,3.76765,2.79771,0.558722,48,9.70,4.90,3.70,2.70,0.54,14,10200
5byb,9.77346,5.18052,3.867,2.81563,0.56153,47,9.70,4.90,3.70,2.70,0.55,14,10156
5c5t,5.62083,5.56392,4.83453,2.65185,0.534451,22,5.30,5.30,4.70,2.11,0.42,5,5814
5c6i,4.7011,3.48978,3.48978,2.1585,0.428044,30,4.50,3.10,3.10,2.16,0.43,7,8008
5c6j,4.64465,3.54198,3.54198,2.1585,0.428044,31,4.50,3.30,3.10,2.16,0.43,7,8008
5c6l,4.62619,3.56555,3.56555,2.1585,0.428044,31,4.30,3.30,3.10,2.16,0.43,7,8008
5ccl,4.60807,2.37564,2.37564,2.07804,0.405897,60,3.70,2.10,2.10,2.04,0.40,18,13600
5cga,8.33487,7.00244,5.30477,2.56447,0.518588,40,8.50,6.10,5.50,2.30,0.46,16,11258
5cge,7.92136,6.50497,5.77097,2.54068,0.51408,42,7.70,5.90,5.50,2.33,0.47,17,11514
5chp,20.7906,20.7906,20.7906,3.6611,0.662788,115,20.30,20.10,20.10,3.38,0.64,189,29072
5cjt,54.4828,51.2609,51.2609,7.05512,0.825011,2583,54.10,51.10,51.10,6.73,0.82,47269,296910
5cju,54.4011,51.2918,51.2918,7.04553,0.824773,2568,54.10,51.30,51.30,6.73,0.82,49947,297180
5cjv,54.7726,51.7428,51.7428,7.11034,0.82637,2585,54.30,51.70,51.70,6.78,0.82,53637,296694
5cjw,54.6092,51.4595,51.4595,7.09129,0.825904,2625,54.10,51.30,51.30,6.77,0.82,101218,297000
5coj,8.1779,6.94173,5.27944,2.62962,0.530515,48,7.70,6.10,5.50,2.33,0.47,16,11156
5cpr,5.75969,3.03546,2.24882,2.42606,0.491123,23,5.50,2.90,2.10,2.11,0.42,7,7536
5cqu,3.62888,3.1139,1.77255,2.06411,0.40189,25,3.30,1.90,1.50,2.02,0.39,3,5542
5d9f,7.03293,7.03293,7.03293,2.89974,0.574249,249,6.70,6.70,6.70,2.71,0.55,224,33624
5dal,5.54093,5.01104,4.56643,2.55282,0.51639,56,5.30,4.50,4.30,2.55,0.52,24,13140
5dbv,8.96038,6.16979,6.16979,2.18919,0.436062,249,8.30,5.70,5.50,2.12,0.42,323,51520
5dby,15.7521,3.40923,3.40923,2.79317,0.558005,174,15.30,3.30,3.10,2.77,0.56,108,27408
5dd7,5.04171,4.7048,4.21093,2.23919,0.448655,76,4.30,4.10,4.10,2.13,0.42,36,18744
5dgh,9.11417,5.00259,3.5158,2.77365,0.554894,48,8.90,4.70,3.30,2.66,0.54,14,10156
5dgi,10.0111,5.03288,3.81653,2.76864,0.554088,48,9.90,4.70,3.70,2.67,0.54,14,10200
5djl,5.54178,5.01931,4.59445,2.54643,0.515178,54,5.10,4.50,4.30,2.54,0.52,25,13136
5djm,6.82577,5.36635,4.92737,2.7059,0.543749,52,6.50,4.50,4.50,2.55,0.52,24,12440
5do6,9.82489,4.41032,4.41032,2.88942,0.572728,30,9.70,4.30,4.30,2.89,0.58,8,7184
5e2l,62.9508,6.98889,6.98889,3.98433,0.690144,248,62.70,6.90,6.90,3.95,0.69,403,42528
5e40,63.9367,7.44497,7.44497,4.04466,0.694766,241,63.50,7.70,7.50,4.00,0.69,406,42432
5e4n,63.7587,7.48863,7.48863,4.06483,0.69628,240,63.50,7.50,7.50,4.01,0.69,411,42240
5e5g,63.7079,7.94214,7.94214,4.0283,0.693526,209,63.30,7.70,7.70,3.97,0.69,402,42252
5e7r,21.777,12.0805,8.6577,4.64332,0.73412,85,21.50,11.50,8.30,4.10,0.70,114,17608
5e7z,64.3013,7.98783,7.98783,4.10096,0.698956,224,63.90,7.70,7.70,4.05,0.70,411,42306
5elo,7.45962,6.68283,6.66087,2.7593,0.552579,167,7.30,6.30,5.30,2.58,0.52,149,32290
5emy,4.9633,3.71931,3.71931,2.06946,0.403434,54,4.30,3.70,3.30,2.08,0.41,28,15876
5eu9,5.6853,5.22754,5.00211,2.38634,0.482653,270,5.30,4.90,4.50,2.34,0.47,395,53104
5euu,8.72758,3.26817,3.26817,2.58992,0.523318,25,8.30,2.70,2.50,2.36,0.48,6,6084
5euz,8.09098,3.30258,3.30258,2.53671,0.51332,24,7.50,2.70,2.50,2.34,0.47,7,6138
5eyn,4.6404,3.7283,2.87305,2.17381,0.432073,33,4.30,3.50,2.30,2.05,0.40,10,9300
5f0s,12.0076,6.88372,6.88372,2.98096,0.585849,166,11.50,6.50,6.50,2.94,0.59,146,30088
5f23,5.35443,5.35443,3.2657,2.36934,0.47894,42,5.30,5.10,4.70,2.20,0.44,8,8056
5f2s,5.54483,5.03913,4.85252,2.54924,0.515712,125,5.30,4.90,4.50,2.46,0.50,70,22832
5f2w,5.63133,5.13108,5.07436,2.53635,0.513251,124,4.90,4.50,4.50,2.45,0.50,64,22858
5f32,5.27931,4.85901,4.5891,2.54816,0.515506,102,5.10,4.90,4.30,2.45,0.50,64,22764
5f37,5.48219,4.84004,4.59838,2.52638,0.511328,132,4.90,4.90,4.30,2.46,0.50,64,23044
5f39,5.8399,5.21169,5.15354,2.62508,0.529702,115,5.10,5.10,4.70,2.52,0.51,62,22680
5f3c,6.06845,5.40678,5.12104,2.62249,0.529237,113,5.10,4.70,4.70,2.49,0.51,67,22418
5f3e,5.99775,5.00093,4.79736,2.63255,0.531038,86,5.50,4.90,4.30,2.47,0.50,63,22194
5f3g,5.55145,4.80629,4.74481,2.57521,0.520595,106,5.10,4.70,4.50,2.42,0.49,61,22228
5f3i,5.44504,5.05342,4.99385,2.60452,0.52599,102,5.70,4.70,4.30,2.46,0.50,63,22358
5f5w,11.6747,9.44746,6.28129,2.90289,0.574711,264,11.30,9.10,6.30,2.71,0.55,313,46960
5f79,19.6137,2.81466,2.81466,2.80061,0.55918,34,19.10,2.70,2.70,2.70,0.54,9,7740
5f7h,8.73546,5.94988,4.92404,2.99102,0.587242,106,9.30,7.10,4.70,2.97,0.59,64,21072
5fbe,4.30133,4.0367,3.02667,2.15126,0.426118,12,4.10,3.50,2.70,2.12,0.42,2,3422
5fbi,4.3522,4.16431,3.06047,2.16878,0.430756,12,4.30,3.50,2.90,2.14,0.43,2,3422
5fdd,9.1953,9.1953,9.1953,3.30001,0.62589,44,8.90,8.90,8.90,3.15,0.61,24,11944
5fut,4.52058,4.52058,4.52058,2.47739,0.501665,117,4.50,4.50,4.30,2.33,0.47,63,23560
5fyg,5.34803,4.76167,3.57894,2.33477,0.471225,135,5.10,4.90,3.30,2.08,0.41,88,27136
5g3s,6.24984,3.79236,3.40965,2.32029,0.467925,66,5.70,2.90,2.90,2.25,0.45,23,12900
5g4m,7.98029,5.9974,3.49669,2.76278,0.553142,45,7.70,5.90,3.30,2.48,0.50,21,12288
5g4n,7.71296,6.17078,3.55109,2.74776,0.550701,46,7.50,6.10,3.30,2.48,0.50,21,12360
5g4o,7.25914,5.99145,3.63552,2.77448,0.555027,45,7.30,5.70,3.50,2.50,0.51,20,12324
5gwx,22.1655,7.07232,6.78361,3.54603,0.651845,82,22.10,6.70,6.50,3.12,0.61,47,16312
5h08,7.79369,4.67964,4.67964,2.74073,0.549548,32,7.30,4.50,4.30,2.60,0.53,11,9104
5h67,12.7255,9.4066,5.37113,3.67484,0.664049,34,12.70,9.90,5.30,3.51,0.65,11,7166
5hd4,5.80939,5.70489,3.77049,2.56887,0.519413,38,5.50,5.50,3.30,2.45,0.50,19,11340
5hd7,5.77458,5.73107,3.80963,2.53583,0.513151,37,5.70,5.50,3.30,2.42,0.49,18,11356
5hi7,5.02278,3.73621,3.73621,2.15707,0.427664,55,4.30,3.30,3.10,2.12,0.42,21,13624
5hij,22.4196,7.47927,7.47927,3.7153,0.667707,78,22.50,7.50,7.30,3.15,0.61,46,15736
5hik,22.3734,7.30303,7.30303,3.72099,0.668215,66,22.50,7.10,7.10,3.15,0.61,47,15736
5hil,21.7749,7.27688,7.27688,3.71943,0.668076,65,21.90,6.90,6.70,3.15,0.61,47,15736
5him,22.5193,7.53421,7.53421,3.71544,0.667719,76,22.70,7.30,7.10,3.16,0.61,47,15800
5hrn,13.9855,5.84714,5.84714,3.02057,0.591279,30,13.30,5.90,5.70,2.78,0.56,8,6936
5hrp,13.766,6.54224,6.54224,3.24915,0.620034,24,13.10,6.30,6.30,2.81,0.56,8,6498
5hrr,12.9544,7.97057,7.97057,3.19615,0.613732,21,12.30,7.90,7.70,2.78,0.56,8,6552
5hx6,5.57175,3.83345,2.78776,2.36108,0.477117,86,4.90,3.70,2.50,2.05,0.40,39,16808
5hze,13.7287,3.76241,3.76241,2.7623,0.553066,160,13.10,3.70,3.70,2.45,0.50,125,29088
5i13,9.09512,8.78188,8.78188,3.34224,0.630617,35,8.90,8.70,8.50,3.19,0.61,24,11944
5i49,5.0717,3.88898,3.40203,2.35281,0.47528,66,4.70,3.50,3.50,2.18,0.44,23,15092
5i85,17.0016,17.0016,14.0803,3.87634,0.681512,285,15.50,14.70,14.30,3.62,0.66,624,51504
5ido,4.71983,3.73529,3.58915,2.37192,0.479507,90,4.70,3.50,3.30,2.20,0.44,24,15092
5idw,4.758,3.75206,3.75206,2.11586,0.416518,36,4.30,3.50,3.50,2.03,0.39,5,6744
5idy,14.6528,13.4305,13.4305,3.07069,0.597951,179,14.30,13.30,13.30,3.02,0.59,139,30560
5idz,7.46992,5.88899,5.88899,2.27541,0.457432,131,7.10,5.50,4.90,2.24,0.45,77,26656
5if9,4.35741,3.62913,3.62913,2.21142,0.44173,118,4.30,3.30,3.30,2.00,0.39,98,29872
5ifd,7.68417,6.98499,6.98499,2.92153,0.577424,269,7.10,6.70,6.70,2.57,0.52,346,39360
5ihp,4.44517,3.60703,3.60703,2.24038,0.448946,94,3.90,3.30,3.30,2.01,0.39,137,29704
5iiu,15.2452,3.71806,3.71806,2.74937,0.550964,115,14.90,3.50,3.50,2.74,0.55,138,27528
5iix,15.264,4.15737,4.15737,2.79507,0.558305,154,14.90,3.90,3.90,2.76,0.56,139,27348
5ije,17.1301,4.2051,4.2051,2.7892,0.557376,134,16.30,4.10,3.90,2.77,0.56,140,27528
5ily,18.8673,18.8673,18.8673,4.05915,0.695855,142,18.90,18.70,18.70,3.96,0.69,265,34792
5in9,5.92181,5.21226,2.3631,2.74464,0.550189,32,5.90,4.70,3.10,2.58,0.52,7,6934
5inj,6.86899,4.09129,2.74821,2.30451,0.464282,45,6.50,3.90,2.50,2.02,0.39,15,10724
5inp,9.17756,7.44234,6.79149,2.5016,0.506489,76,8.90,6.90,6.10,2.47,0.51,37,17448
5io8,3.91612,3.69423,3.05591,2.40446,0.48655,23,3.90,3.50,2.50,2.15,0.43,5,6660
5iuq,3.2243,3.10723,3.10723,2.05765,0.400012,14,2.90,2.70,2.30,2.06,0.40,2,4432
5izz,3.65249,2.93705,2.69555,2.0707,0.403791,17,3.10,2.30,2.30,1.92,0.36,3,4796
