pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc
5brf,7.37765,6.72762,3.33206,2.55216,0.516265,6.90,6.70,3.30,2.44,0.50
5brh,7.19144,6.86853,3.29633,2.49452,0.505088,6.90,6.50,3.30,2.39,0.49
5buh,20.0292,3.22168,3.22168,2.90958,0.575688,19.90,3.10,2.70,2.80,0.56
5buj,5.66178,3.90603,3.90603,2.44126,0.494291,5.50,3.90,3.70,2.26,0.46
5bvc,10.3954,10.3954,10.3954,3.41263,0.638236,10.10,9.90,9.90,3.30,0.63
5bya,9.97346,5.09921,3.76765,2.79771,0.558722,9.70,4.90,3.70,2.70,0.54
5byb,9.77346,5.18052,3.867,2.81563,0.56153,9.70,4.90,3.70,2.70,0.55
5c5t,5.62083,5.56392,4.83453,2.65185,0.534451,5.30,5.30,4.70,2.11,0.42
5c6i,4.7011,3.48978,3.48978,2.1585,0.428044,4.50,3.10,3.10,2.16,0.43
5c6j,4.64465,3.54198,3.54198,2.1585,0.428044,4.50,3.30,3.10,2.16,0.43
5c6l,4.62619,3.56555,3.56555,2.1585,0.428044,4.30,3.30,3.10,2.16,0.43
5ccl,4.60807,2.37564,2.37564,2.07804,0.405897,3.70,2.10,2.10,2.04,0.40
5cga,8.33487,7.00244,5.30477,2.56447,0.518588,8.50,6.10,5.50,2.30,0.46
5cge,7.92136,6.50497,5.77096,2.54068,0.51408,7.70,5.90,5.50,2.33,0.47
5chp,20.7906,20.7906,20.7906,3.6611,0.662788,20.30,20.10,20.10,3.38,0.64
5cjt,54.4828,51.2609,51.2609,7.05512,0.825011,54.10,51.10,51.10,6.73,0.82
5cju,54.4011,51.2918,51.2918,7.04553,0.824773,54.10,51.30,51.30,6.73,0.82
5cjv,54.7726,51.7428,51.7428,7.11034,0.82637,54.30,51.70,51.70,6.78,0.82
5cjw,54.6092,51.4595,51.4595,7.09129,0.825904,54.10,51.30,51.30,6.77,0.82
5coj,8.1779,6.94173,5.27944,2.62962,0.530515,7.70,6.10,5.50,2.33,0.47
5cpr,5.75969,3.03546,2.24882,2.42606,0.491123,5.50,2.90,2.10,2.11,0.42
5cqu,3.62888,3.1139,1.77255,2.06411,0.40189,3.30,1.90,1.50,2.02,0.39
5d9f,7.03293,7.03293,7.03293,2.89974,0.574249,6.70,6.70,6.70,2.71,0.55
5dal,5.54093,5.01104,4.56643,2.55282,0.51639,5.30,4.50,4.30,2.55,0.52
5dbv,8.96038,6.16979,6.16979,2.18919,0.436062,8.30,5.70,5.50,2.12,0.42
5dby,15.7521,3.40923,3.40923,2.79317,0.558005,15.30,3.30,3.10,2.77,0.56
5dd7,5.04171,4.7048,4.21093,2.23919,0.448655,4.30,4.10,4.10,2.13,0.42
5dgh,9.11417,5.00259,3.5158,2.77365,0.554894,8.90,4.70,3.30,2.66,0.54
5dgi,10.0111,5.03288,3.81653,2.76864,0.554088,9.90,4.70,3.70,2.67,0.54
5djl,5.54178,5.01931,4.59445,2.54643,0.515178,5.10,4.50,4.30,2.54,0.52
5djm,6.82577,5.36635,4.92737,2.7059,0.543749,6.50,4.50,4.50,2.55,0.52
5do6,9.82489,4.41032,4.41032,2.88942,0.572728,9.70,4.30,4.30,2.89,0.58
5e2l,62.9508,6.98889,6.98889,3.98433,0.690144,62.70,6.90,6.90,3.95,0.69
5e40,64.09,7.44497,7.44497,4.04466,0.694766,63.50,7.70,7.50,4.00,0.69
5e4n,63.7587,7.48863,7.48863,4.06483,0.69628,63.50,7.50,7.50,4.01,0.69
5e5g,63.7079,7.94214,7.94214,4.0283,0.693526,63.30,7.70,7.70,3.97,0.69
5e7r,21.777,12.0805,8.65771,4.64332,0.73412,21.50,11.50,8.30,4.10,0.70
5e7z,64.3405,7.98783,7.98783,4.10096,0.698956,63.90,7.70,7.70,4.05,0.70
5elo,7.45962,6.68283,6.66087,2.7593,0.552579,7.30,6.30,5.30,2.58,0.52
5emy,4.9633,3.71931,3.71931,2.06946,0.403434,4.30,3.70,3.30,2.08,0.41
5eu9,5.6853,5.22754,5.00211,2.38634,0.482653,5.30,4.90,4.50,2.34,0.47
5euu,8.72758,3.26817,3.26817,2.58992,0.523318,8.30,2.70,2.50,2.36,0.48
5euz,8.09098,3.30258,3.30258,2.53671,0.51332,7.50,2.70,2.50,2.34,0.47
5eyn,4.6404,3.7283,2.87305,2.17381,0.432073,4.30,3.50,2.30,2.05,0.40
5f0s,12.0076,6.88372,6.88372,2.98096,0.585849,11.50,6.50,6.50,2.94,0.59
5f23,5.35443,5.35443,3.2657,2.36934,0.47894,5.30,5.10,4.70,2.20,0.44
5f2s,5.54483,5.03913,4.85252,2.54924,0.515712,5.30,4.90,4.50,2.46,0.50
5f2w,5.63133,5.13108,5.07436,2.53635,0.513251,4.90,4.50,4.50,2.45,0.50
5f32,5.27931,4.85901,4.5891,2.54816,0.515506,5.10,4.90,4.30,2.45,0.50
5f37,5.48219,4.84004,4.59838,2.52638,0.511328,4.90,4.90,4.30,2.46,0.50
5f39,5.8399,5.21169,5.15354,2.62508,0.529702,5.10,5.10,4.70,2.52,0.51
5f3c,6.06845,5.40678,5.12104,2.62249,0.529237,5.10,4.70,4.70,2.49,0.51
5f3e,5.99775,5.00093,4.79736,2.63255,0.531038,5.50,4.90,4.30,2.47,0.50
5f3g,5.55145,4.80629,4.74481,2.57521,0.520595,5.10,4.70,4.50,2.42,0.49
5f3i,5.44504,5.05342,4.99386,2.60452,0.52599,5.70,4.70,4.30,2.46,0.50
5f5w,11.6747,9.44746,6.28129,2.90289,0.574711,11.30,9.10,6.30,2.71,0.55
5f79,19.6137,2.81466,2.81466,2.80061,0.55918,19.10,2.70,2.70,2.70,0.54
5f7h,8.73546,5.94988,4.92404,2.99102,0.587242,9.30,7.10,4.70,2.97,0.59
5fbe,4.30133,4.0367,3.02667,2.15126,0.426118,4.10,3.50,2.70,2.12,0.42
5fbi,4.3522,4.16431,3.06047,2.16878,0.430756,4.30,3.50,2.90,2.14,0.43
5fdd,9.1953,9.1953,9.1953,3.30001,0.62589,8.90,8.90,8.90,3.15,0.61
5fut,4.52058,4.52058,4.52058,2.47739,0.501665,4.50,4.50,4.30,2.33,0.47
5fyg,5.34803,4.76167,3.57893,2.33477,0.471225,5.10,4.90,3.30,2.08,0.41
5g3s,6.24984,3.79236,3.40965,2.32029,0.467925,5.70,2.90,2.90,2.25,0.45
5g4m,7.98029,5.9974,3.49669,2.76278,0.553142,7.70,5.90,3.30,2.48,0.50
5g4n,7.71296,6.17078,3.55109,2.74776,0.550701,7.50,6.10,3.30,2.48,0.50
5g4o,7.25914,5.99145,3.63552,2.77448,0.555027,7.30,5.70,3.50,2.50,0.51
5gwx,22.1655,7.07232,6.78361,3.54603,0.651845,22.10,6.70,6.50,3.12,0.61
5h08,7.79369,4.67964,4.67964,2.74073,0.549548,7.30,4.50,4.30,2.60,0.53
5h67,12.7255,9.4066,5.37113,3.67484,0.664049,12.70,9.90,5.30,3.51,0.65
5hd4,5.80939,5.70489,3.77049,2.56887,0.519413,5.50,5.50,3.30,2.45,0.50
5hd7,5.77458,5.73107,3.80963,2.53583,0.513151,5.70,5.50,3.30,2.42,0.49
5hi7,5.02278,3.73621,3.73621,2.15707,0.427664,4.30,3.30,3.10,2.12,0.42
5hij,22.4196,7.47927,7.47927,3.7153,0.667707,22.50,7.50,7.30,3.15,0.61
5hik,22.3734,7.30303,7.30303,3.72099,0.668215,22.50,7.10,7.10,3.15,0.61
5hil,21.7749,7.27688,7.27688,3.71943,0.668076,21.90,6.90,6.70,3.15,0.61
5him,22.5193,7.53421,7.53421,3.71544,0.667719,22.70,7.30,7.10,3.16,0.61
5hrn,13.9855,5.84714,5.84714,3.02057,0.591279,13.30,5.90,5.70,2.78,0.56
5hrp,13.766,6.54224,6.54224,3.24915,0.620034,13.10,6.30,6.30,2.81,0.56
5hrr,12.9544,7.97057,7.97057,3.19615,0.613732,12.30,7.90,7.70,2.78,0.56
5hx6,5.57175,3.83345,2.78776,2.36108,0.477117,4.90,3.70,2.50,2.05,0.40
5hze,13.7287,3.76241,3.76241,2.7623,0.553066,13.10,3.70,3.70,2.45,0.50
5i13,9.09512,8.78188,8.78188,3.34224,0.630617,8.90,8.70,8.50,3.19,0.61
5i49,5.0717,3.88898,3.40203,2.35281,0.47528,4.70,3.50,3.50,2.18,0.44
5i85,17.0016,17.0016,14.0803,3.87634,0.681512,15.50,14.70,14.30,3.62,0.66
5ido,4.71983,3.73529,3.58915,2.37192,0.479507,4.70,3.50,3.30,2.20,0.44
5idw,4.758,3.75206,3.75206,2.11586,0.416518,4.30,3.50,3.50,2.03,0.39
5idy,14.6528,13.4305,13.4305,3.07069,0.597951,14.30,13.30,13.30,3.02,0.59
5idz,7.46992,5.88899,5.88899,2.27541,0.457432,7.10,5.50,4.90,2.24,0.45
5if9,4.35741,3.62913,3.62913,2.21142,0.44173,4.30,3.30,3.30,2.00,0.39
5ifd,7.68417,6.98499,6.98499,2.92153,0.577424,7.10,6.70,6.70,2.57,0.52
5ihp,4.44517,3.60703,3.60703,2.24038,0.448946,3.90,3.30,3.30,2.01,0.39
5iiu,15.2452,3.71806,3.71806,2.74937,0.550964,14.90,3.50,3.50,2.74,0.55
5iix,15.264,4.15737,4.15737,2.79507,0.558305,14.90,3.90,3.90,2.76,0.56
5ije,17.1301,4.2051,4.2051,2.7892,0.557376,16.30,4.10,3.90,2.77,0.56
5ily,18.8673,18.8673,18.8673,4.05915,0.695855,18.90,18.70,18.70,3.96,0.69
5in9,5.92181,5.21226,2.3631,2.74464,0.550189,5.90,4.70,3.10,2.58,0.52
5inj,6.86899,4.09129,2.74821,2.30451,0.464282,6.50,3.90,2.50,2.02,0.39
5inp,9.17756,7.44234,6.79149,2.5016,0.506489,8.90,6.90,6.10,2.47,0.51
5io8,3.91612,3.69423,3.05591,2.40446,0.48655,3.90,3.50,2.50,2.15,0.43
5iuq,3.2243,3.10723,3.10723,2.05765,0.400012,2.90,2.70,2.30,2.06,0.40
5izz,3.65249,2.93705,2.69555,2.0707,0.403791,3.10,2.30,2.30,1.92,0.36
5j4h,4.19818,3.41881,2.5531,2.18773,0.435686,3.90,3.10,2.30,2.14,0.43
5j4k,3.95589,3.43556,2.56087,2.18937,0.436109,3.50,3.10,2.30,2.14,0.43
5j7b,30.4472,5.36054,5.36054,4.22578,0.707849,29.70,5.30,5.30,3.61,0.66
5j7s,22.4324,11.7861,6.68955,4.45909,0.723135,22.10,11.10,6.50,4.04,0.70
5jdv,4.99928,2.3529,2.3529,2.13865,0.422736,4.50,1.90,1.50,2.14,0.42
5je7,4.97843,2.32895,2.32895,2.15307,0.4266,4.90,2.10,1.50,2.15,0.43
5jeg,4.9742,2.31654,2.31654,2.12566,0.419207,4.50,1.90,1.30,2.12,0.42
5jeh,4.89102,2.071,2.071,2.08711,0.40848,4.70,1.90,1.50,2.08,0.41
5jep,4.86354,2.25911,2.25911,2.13392,0.421456,4.50,2.10,1.50,2.13,0.42
5jes,4.5708,2.24656,2.24656,2.08913,0.409051,4.30,1.90,1.50,2.09,0.41
5jg3,5.0468,2.31692,2.31692,2.15033,0.425871,4.50,2.10,1.50,2.15,0.43
5jg5,4.98107,2.30757,2.30757,2.1259,0.419272,4.50,1.90,1.70,2.12,0.42
5jgs,4.63588,2.22188,2.22188,2.14347,0.424034,4.30,1.70,1.50,2.14,0.43
5jgt,4.88464,2.11955,2.11955,2.12022,0.417716,4.50,1.70,1.70,2.12,0.42
5jh6,20.9034,10.3548,6.00481,4.32655,0.714653,20.70,10.10,5.70,4.00,0.69
5jhx,6.89969,6.34131,6.34131,2.33663,0.471646,6.30,5.50,5.30,2.24,0.45
5jk3,20.0556,10.5895,8.08371,4.54086,0.72812,19.70,10.10,7.90,3.96,0.69
5jnu,4.13358,1.85308,1.85308,1.89394,0.348149,3.70,1.90,1.90,1.82,0.32
5jun,19.632,2.78782,2.78782,2.88702,0.572374,19.70,2.50,2.30,2.73,0.55
5jur,19.4922,3.49016,3.49016,3.05349,0.595686,19.50,3.30,3.30,2.70,0.55
5k1j,7.67602,2.64593,2.34935,2.29379,0.461778,7.50,2.70,2.30,2.29,0.46
5k1n,8.35208,2.93432,2.11502,2.34927,0.474488,8.10,2.50,2.50,2.29,0.46
5k6m,11.7339,6.69554,5.57438,2.71981,0.546084,11.50,6.50,5.30,2.33,0.47
5k6n,11.5488,6.65981,5.7574,2.71362,0.545047,11.30,6.50,5.50,2.33,0.47
5k6o,11.4322,6.7207,5.75848,2.72531,0.546999,11.30,6.50,5.50,2.35,0.48
5ke0,6.1781,5.78202,3.90335,2.59039,0.523405,6.10,5.70,3.50,2.41,0.49
5kh5,14.0044,9.22068,9.22068,3.04353,0.594364,13.30,8.90,8.30,2.55,0.52
5kjt,16.076,4.24501,4.24501,2.51835,0.509771,16.10,3.70,3.50,2.50,0.51
5kju,16.8888,3.12735,3.12735,2.47114,0.500405,16.70,2.90,2.70,2.46,0.50
5kjw,7.70871,3.99018,2.30266,2.28829,0.460483,7.30,3.90,2.30,2.26,0.46
5kmw,14.4981,2.03566,2.03566,2.66279,0.536363,14.30,1.70,1.50,2.69,0.54
5kos,14.1909,14.1909,14.1909,2.95563,0.582299,13.90,13.90,13.90,2.91,0.58
5kot,15.672,15.672,15.672,3.0783,0.598945,15.70,15.70,15.70,3.05,0.60
5koy,11.0985,10.7693,10.7693,4.09558,0.698561,10.30,10.10,9.70,3.86,0.68
5kq4,6.43701,5.02958,4.62532,2.63098,0.530757,6.30,4.70,3.70,2.48,0.51
5lap,7.99212,6.10944,3.73333,2.7525,0.551475,7.70,5.90,3.30,2.48,0.51
5lbg,5.70778,5.04605,4.80016,2.39519,0.484563,5.70,4.70,4.50,2.37,0.48
5lfo,11.8252,3.80077,3.80077,2.29256,0.46149,11.30,3.50,3.30,2.17,0.43
5lgo,3.46822,3.46822,3.46822,2.02165,0.389328,3.70,3.70,3.30,2.02,0.39
5lh4,7.40231,3.49279,3.49279,2.27374,0.457033,7.10,3.30,3.30,2.27,0.46
5lh8,7.18723,3.29417,3.29417,2.21047,0.441491,7.10,2.90,2.90,2.21,0.44
5ll3,8.71547,6.64752,4.75298,2.43849,0.493715,8.50,6.30,4.30,2.12,0.42
5ll8,5.26356,2.1908,2.1908,2.11649,0.416691,4.90,2.90,1.50,2.05,0.40
5llx,11.3621,6.14388,3.34024,2.96037,0.582969,11.30,6.10,3.10,2.88,0.57
5lpy,26.4672,5.34528,5.34528,2.99261,0.587461,26.90,4.90,4.90,2.91,0.58
5lsg,11.335,11.335,3.81872,2.77221,0.554663,11.10,11.10,3.70,2.35,0.48
5m12,8.00251,7.5467,7.5467,2.62072,0.528919,7.30,7.10,6.90,2.43,0.49
5m16,8.07036,6.97593,6.97593,2.62832,0.530282,7.50,6.70,6.70,2.43,0.49
5m78,5.7973,1.91493,1.85243,2.10936,0.414721,5.10,2.70,1.50,2.06,0.40
5mbk,9.16765,9.16765,1.48596,2.58838,0.523034,8.50,8.50,1.30,2.49,0.51
5mbx,13.5021,3.74478,3.74478,2.26908,0.455918,13.10,2.90,2.90,2.16,0.43
5mq5,6.72116,4.33055,4.18795,2.18812,0.435785,6.90,4.10,3.90,2.10,0.42
5mql,9.56568,9.56568,9.56568,3.09522,0.601137,9.10,9.10,8.50,2.46,0.50
5mqt,11.1794,11.1794,11.1794,3.44003,0.641118,10.10,9.90,9.70,2.74,0.55
5mz8,9.75766,9.39389,9.39389,2.61591,0.528053,9.50,9.10,9.10,2.44,0.50
5n5q,8.22353,3.17144,2.2107,2.39553,0.484636,7.90,2.70,2.70,2.39,0.49
5n62,8.18849,2.65149,2.37853,2.34128,0.472696,7.90,2.70,2.70,2.31,0.47
5nep,6.77,6.77,6.77,3.30871,0.626874,6.30,6.30,6.10,3.47,0.76
5nex,6.7949,6.7949,6.7949,3.41443,0.638426,6.50,6.50,6.50,3.59,0.77
5npl,6.38277,5.07936,5.07936,2.38014,0.481305,5.90,4.70,4.30,2.04,0.40
5o1a,8.56073,6.0559,3.52978,2.76642,0.553731,8.10,5.90,3.10,2.49,0.51
5o1b,8.91108,6.1216,3.7893,2.74987,0.551045,8.50,6.10,3.50,2.49,0.51
5o1c,9.0215,6.01876,3.57478,2.76228,0.553062,8.50,5.90,3.50,2.49,0.51
5o1d,8.32195,6.0866,3.57345,2.75642,0.552112,8.10,6.10,3.30,2.49,0.51
5o1e,8.52273,6.11416,3.53176,2.74299,0.549919,8.30,6.10,3.30,2.48,0.51
5o1f,8.19457,6.04483,3.48182,2.74622,0.550448,8.10,5.90,3.50,2.47,0.50
5o1g,8.46908,6.03567,3.60564,2.75099,0.551228,8.30,5.90,3.50,2.48,0.50
5o1h,8.43904,6.07399,3.56311,2.77669,0.555381,8.10,5.90,3.70,2.50,0.51
5o1i,8.47076,6.20499,3.57688,2.75091,0.551214,8.10,6.10,3.50,2.48,0.50
5o4n,5.71512,3.71535,3.08028,2.32303,0.468553,5.50,3.50,3.10,2.21,0.44
5odq,10.1175,6.53088,4.62674,2.54168,0.514272,9.90,6.70,4.50,2.50,0.51
5og7,5.1283,4.98379,4.58038,2.39878,0.485336,4.70,4.30,4.10,2.40,0.49
5ogk,8.22749,6.5178,6.5178,3.1604,0.609364,7.90,6.30,5.70,2.80,0.56
5oic,15.1816,9.50356,9.50356,3.37665,0.63438,14.90,9.50,9.50,3.35,0.63
5oil,15.3411,9.58276,9.58276,3.40233,0.637141,15.10,9.50,9.50,3.38,0.64
5oim,15.2938,9.48725,9.48725,3.39197,0.636032,15.10,9.30,9.30,3.37,0.64
5oin,20.8804,16.9503,16.9503,3.84149,0.678622,20.50,16.50,16.30,3.81,0.68
5oio,20.2482,16.9954,16.9954,3.74316,0.67018,19.70,16.70,16.50,3.70,0.67
5oir,14.7519,9.5169,9.5169,3.3544,0.631955,14.50,9.50,9.50,3.33,0.63
5olg,8.81345,7.0033,5.816,2.86372,0.568893,8.50,6.90,5.50,2.57,0.52
5olh,8.87179,6.81942,5.96033,2.90958,0.575688,8.50,6.50,5.70,2.59,0.53
5olo,8.78471,6.70838,6.03825,2.99987,0.58846,8.50,6.50,5.50,2.63,0.53
5olv,9.15823,7.05912,5.82615,2.94555,0.58087,8.70,6.90,5.70,2.61,0.53
5om1,9.03488,7.17,6.11755,2.92767,0.57831,8.70,6.90,5.70,2.60,0.53
5om4,8.72309,6.21785,5.97835,2.89582,0.573672,8.50,5.70,5.70,2.57,0.52
5t7e,5.27332,4.2668,4.2668,2.27453,0.457221,4.90,4.70,3.90,2.09,0.41
5tcg,15.3866,14.2898,14.2897,3.28775,0.624494,14.90,14.50,12.90,3.10,0.60
5tci,16.0051,13.8987,13.8987,3.26267,0.621608,15.70,13.70,12.70,3.10,0.60
5tcj,15.4887,14.1865,14.1865,3.29355,0.625156,15.10,14.50,12.90,3.10,0.60
5tij,6.77696,5.89923,5.89923,2.30589,0.464603,6.70,5.50,4.90,2.26,0.46
5tk6,11.0654,3.9135,3.9135,2.35949,0.476764,10.70,3.70,3.50,2.32,0.47
5tk7,11.0923,4.49845,4.49845,2.37355,0.479865,10.70,4.10,4.10,2.33,0.47
5ttz,6.70863,5.37419,3.01343,2.70712,0.543955,6.50,4.90,2.90,2.51,0.51
5u0y,8.27894,4.04507,4.04507,2.72999,0.547775,8.10,3.90,3.50,2.59,0.53
5u2k,5.83158,5.83158,5.83158,2.42975,0.491895,5.70,5.70,5.70,2.31,0.47
5u5h,6.40396,5.85054,4.22632,2.39676,0.484901,6.10,5.70,4.90,2.32,0.47
5u5k,6.22342,4.51016,3.98505,2.38645,0.482675,5.70,4.30,3.70,2.33,0.47
5u5t,6.67408,4.87074,3.25158,2.39035,0.483519,6.50,4.30,2.90,2.25,0.46
5u5u,9.52934,8.40677,8.40677,3.10733,0.602691,8.70,8.50,8.30,3.10,0.60
5u5v,8.77608,8.5397,8.5397,3.10753,0.602717,8.70,8.70,8.30,3.10,0.60
5u5w,9.12329,8.90821,8.90821,3.11726,0.603958,8.70,8.50,8.50,3.11,0.61
5u5x,9.23284,8.19382,8.19382,3.11068,0.60312,8.90,8.30,8.10,3.11,0.60
5u5y,8.88126,8.49677,8.49677,3.11163,0.60324,8.50,8.50,8.50,3.11,0.60
5u5z,8.67582,7.46869,7.46869,2.99186,0.587358,8.10,7.50,7.10,2.99,0.59
5u60,8.78756,7.57051,7.57051,2.98449,0.586339,8.50,7.50,7.30,2.98,0.59
5u61,9.16048,8.57214,8.57214,3.10012,0.601768,8.50,8.50,8.30,3.10,0.60
5u62,6.63888,4.95908,3.31524,2.37862,0.480973,6.50,4.30,3.30,2.27,0.46
5u6i,5.45177,5.36902,3.69005,2.55419,0.516651,5.30,5.30,3.10,2.37,0.48
5u7f,3.59834,2.33759,2.33759,2.02211,0.389464,2.90,1.70,1.70,1.94,0.37
5u7h,3.31789,1.9708,1.9708,1.97662,0.375414,3.10,1.50,1.50,1.90,0.35
5uat,11.8755,6.15352,6.07044,2.85212,0.56714,12.10,6.10,5.70,2.42,0.49
5uau,12.5068,7.28878,6.84767,2.95852,0.582708,12.10,6.50,6.50,2.49,0.51
5uav,10.4083,6.28707,6.0713,2.79977,0.559047,9.70,6.10,5.70,2.40,0.49
5ubg,5.36846,4.26851,4.26851,2.53201,0.512416,4.90,4.10,3.90,2.48,0.51
5ubh,5.73094,4.0005,4.0005,2.48482,0.503156,5.50,3.70,3.70,2.41,0.49
5ubi,5.78767,4.45393,4.45393,2.43485,0.49296,5.50,4.30,3.90,2.37,0.48
5uds,9.209,6.41798,6.41798,2.77135,0.554524,8.50,5.50,5.50,2.43,0.49
5udu,8.42774,5.9784,5.9784,2.7928,0.557946,7.70,5.50,5.50,2.45,0.50
5udv,8.03659,6.18292,6.18292,2.7581,0.552385,7.50,5.70,5.50,2.42,0.49
5udw,9.20961,6.18032,6.18032,2.77858,0.555685,8.30,5.90,5.90,2.38,0.48
5udx,9.20261,6.18807,6.18807,2.86044,0.568399,8.50,5.50,5.50,2.44,0.50
5ufm,22.2283,4.27954,4.27954,2.88777,0.572484,21.90,4.10,3.90,2.73,0.55
5ug2,8.37669,7.35274,7.35274,2.96744,0.583962,7.70,6.90,6.90,2.96,0.59
5ujk,17.0695,6.27137,6.27137,2.66522,0.536786,17.30,5.90,5.90,2.62,0.53
5unb,4.37929,4.12199,3.10761,2.17863,0.433329,3.90,3.90,2.90,2.07,0.41
5uth,11.9018,7.40121,7.40121,3.2327,0.6181,11.50,7.10,7.10,3.08,0.60
5uui,3.84714,3.84714,3.84714,2.32126,0.468148,3.70,3.50,3.50,2.00,0.39
5uxh,11.195,6.13327,5.46251,2.84583,0.566183,11.30,5.90,5.30,2.73,0.55
5uyv,3.07844,2.54054,1.87218,1.99762,0.38198,2.90,2.30,1.70,1.69,0.27
5uyw,4.76626,3.38601,3.386,2.29097,0.461115,3.90,3.70,3.10,1.92,0.36
5v0u,8.18331,7.05063,7.05063,2.90559,0.575106,7.50,6.70,6.70,2.55,0.52
5v0v,16.1887,3.54894,3.54894,2.77718,0.555461,15.90,3.50,3.50,2.76,0.56
5v2v,3.58899,3.58899,3.1023,2.13583,0.421973,3.50,3.10,3.10,1.84,0.33
5v79,8.17055,4.95528,4.95528,2.83726,0.564873,8.10,4.70,4.30,2.62,0.53
5vir,6.18617,3.65832,3.49565,2.45726,0.497583,5.90,3.50,3.30,2.00,0.39
5vj5,4.97076,3.92662,3.92662,2.30451,0.464281,4.30,3.90,3.50,2.30,0.47
5vjg,5.04768,3.98153,3.98153,2.32415,0.46881,4.70,3.90,3.70,2.32,0.47
5vkr,5.08141,3.99816,3.99816,2.3363,0.471571,4.90,3.70,3.70,2.33,0.47
5vn0,8.23364,7.99107,7.99107,2.83475,0.564487,7.90,7.50,7.10,2.47,0.50
5voh,8.20989,8.03863,7.84786,2.81583,0.561562,7.90,7.30,7.10,2.45,0.50
5voo,14.2611,10.2976,10.2976,3.36748,0.633386,12.70,9.70,9.50,3.20,0.62
5vp5,3.86142,3.86142,3.35608,2.21673,0.443069,3.30,3.30,3.30,1.92,0.36
5vz4,7.97445,6.93302,5.66412,3.05388,0.595738,7.70,7.10,5.50,2.54,0.52
5w2h,6.53692,6.53692,2.72594,2.38655,0.482698,6.30,6.10,2.50,2.22,0.45
5w2i,6.2207,6.2207,2.79108,2.38984,0.483409,6.30,6.10,2.70,2.24,0.45
5wp1,5.5063,4.8894,2.92,2.39106,0.483673,5.10,4.50,2.70,2.32,0.47
5wpn,8.37749,8.37749,8.37749,3.19567,0.613674,7.70,7.70,7.70,3.16,0.61
5xk7,8.62884,5.73015,4.89055,2.65725,0.535397,8.50,5.70,4.70,2.42,0.49
5xk8,9.14301,4.48331,4.48331,2.47536,0.501257,8.50,3.90,3.90,2.25,0.45
5xk9,9.39777,6.07686,5.22132,2.77818,0.55562,8.70,5.90,4.70,2.52,0.51
5xkd,7.0146,5.15534,4.80762,2.52003,0.510097,6.70,4.70,4.50,2.47,0.50
5y7f,4.64081,3.35847,3.35847,2.17977,0.433625,4.30,3.10,3.10,2.04,0.40
5y7p,5.73453,5.38902,5.24537,2.25965,0.453647,5.10,5.10,4.50,2.18,0.44
5yas,8.45848,7.04323,6.50049,2.78179,0.556197,8.30,6.50,6.30,2.77,0.56
5yw5,4.63366,4.55977,4.55977,2.37039,0.479171,4.30,4.10,3.90,2.31,0.47
5z46,5.88878,4.84522,4.84522,2.56243,0.518205,5.70,4.30,4.30,2.41,0.49
5zhj,5.01794,3.23935,2.77797,2.16756,0.430435,4.90,3.10,2.70,1.88,0.35
5zhk,4.95672,4.48732,3.60979,2.35314,0.475352,4.70,4.50,3.50,2.06,0.40
5zhl,4.83631,4.74314,3.49774,2.33993,0.472391,4.30,4.30,3.50,2.05,0.40
5zhm,13.1607,3.75208,3.75208,2.83233,0.564115,12.90,3.90,3.90,2.50,0.51
5zhn,12.9096,3.57441,3.57441,2.88192,0.571616,12.50,3.70,3.70,2.53,0.52
6a4o,4.88523,2.72335,2.72335,1.98976,0.37954,4.70,2.50,2.50,1.99,0.38
6a4p,4.77751,2.8518,2.8518,1.98027,0.376567,4.70,2.70,2.50,1.98,0.38
6a4q,5.08403,2.70478,2.70478,2.0102,0.385847,4.90,2.50,2.10,2.01,0.39
6afr,3.16035,2.4419,1.66027,1.97022,0.373385,2.90,2.50,1.70,1.97,0.38
6aol,7.52906,4.31001,3.43934,2.77521,0.555144,7.10,4.30,3.30,2.61,0.53
6aom,5.62814,4.64468,2.98288,2.69488,0.541884,5.30,4.30,2.70,2.50,0.51
6ari,7.98876,4.89468,4.89468,2.93207,0.578944,7.50,4.70,4.50,2.74,0.55
6asp,5.8157,4.66909,3.15538,2.72815,0.54747,5.70,4.70,3.10,2.55,0.52
6asq,5.44853,5.00847,2.99195,2.69548,0.541986,5.30,4.50,2.70,2.54,0.52
6ax1,8.64926,7.93177,7.93177,3.01564,0.590611,8.50,7.90,6.70,2.46,0.50
6b1f,2.89921,2.67382,2.67382,1.86189,0.336927,2.90,2.30,2.10,1.87,0.34
6b1j,3.06647,2.63956,2.63956,1.84161,0.329626,2.70,2.30,2.10,1.86,0.34
6b99,10.2891,8.20138,7.46139,3.04702,0.594827,9.90,7.90,7.30,2.49,0.51
6b9a,10.3026,9.10497,8.13346,3.05433,0.595798,9.70,8.50,7.90,2.49,0.51
6b9r,5.37503,4.74877,4.67526,2.28221,0.459047,4.90,4.70,4.30,2.25,0.45
6b9t,5.80882,4.36857,4.3409,2.2899,0.460864,5.50,4.10,4.10,2.23,0.45
6bd9,21.5035,14.41,14.41,4.02011,0.692902,20.90,14.30,14.10,3.26,0.62
